"Hugo_Symbol","Percent_Mut","Percent_AMP","Percent_DEL","Percent_AnyAlteration"
"ANKFN1",0.879765395894428,0.293255131964809,0,1.17302052785924
"ANKFY1",0.586510263929619,0,0.293255131964809,0.879765395894428
"ANKH",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKHD1",0.586510263929619,0,0,0.586510263929619
"ANKIB1",0.293255131964809,2.34604105571848,0.293255131964809,2.93255131964809
"ANKK1",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKLE1",0.293255131964809,0,0,0.293255131964809
"ANKLE2",0.586510263929619,0.293255131964809,0.293255131964809,1.17302052785924
"ANKMY1",0.293255131964809,0,0.586510263929619,0.879765395894428
"ANKMY2",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRA2",0.586510263929619,0,0,0.586510263929619
"ANKRD1",0.293255131964809,0.293255131964809,0.293255131964809,0.879765395894428
"ANKRD10",0.293255131964809,0,0,0.293255131964809
"ANKRD11",0.879765395894428,0,1.17302052785924,2.05278592375367
"ANKRD12",0.879765395894428,0,0.293255131964809,1.17302052785924
"ANKRD13A",0.293255131964809,0,0,0.293255131964809
"ANKRD13B",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD13C",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD13D",0.293255131964809,0,0,0.293255131964809
"ANKRD17",0.879765395894428,0,0,0.879765395894428
"ANKRD24",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD26",0.293255131964809,0,0,0.293255131964809
"ANKRD27",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD28",0.293255131964809,0,0.293255131964809,0.586510263929619
"ANKRD29",0.293255131964809,0,0,0.293255131964809
"ANKRD30A",0.879765395894428,0.293255131964809,0,1.17302052785924
"ANKRD30B",1.46627565982405,0,0.293255131964809,1.75953079178886
"ANKRD32",0.293255131964809,0,0.293255131964809,0.586510263929619
"ANKRD33",1.17302052785924,0.586510263929619,0,1.75953079178886
"ANKRD34A",0.586510263929619,0,0,0.586510263929619
"ANKRD34B",0.586510263929619,0.293255131964809,0.293255131964809,1.17302052785924
"ANKRD35",0.293255131964809,0,0,0.293255131964809
"ANKRD36",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD40",0.586510263929619,0.293255131964809,0,0.879765395894428
"ANKRD42",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD43",0.293255131964809,0,0,0.293255131964809
"ANKRD44",0.879765395894428,0,0,0.879765395894428
"ANKRD46",0.586510263929619,0,0,0.586510263929619
"ANKRD5",0.586510263929619,0,0,0.586510263929619
"ANKRD50",0.586510263929619,0,0,0.586510263929619
"ANKRD52",0.293255131964809,0.879765395894428,0,1.17302052785924
"ANKRD53",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANKRD54",0.293255131964809,0.586510263929619,0,0.879765395894428
"ANKRD55",0.586510263929619,0,0,0.586510263929619
"ANKRD56",0.879765395894428,0,0,0.879765395894428
